piste;nimi;x_gk25;y_gk25;suunta;aika;vuosi;ha;pa;ka;ra;la;mp;rv;autot
B08;MÄKELÄNKATU;25496993;6676320;1;200;2011;36;3;1;0;2;0;0;42
B08;MÄKELÄNKATU;25496993;6676320;1;300;2011;59;5;1;0;4;0;0;69
B08;MÄKELÄNKATU;25496993;6676320;1;400;2011;71;5;1;0;5;0;0;82
B08;MÄKELÄNKATU;25496993;6676320;1;500;2011;243;18;4;0;15;0;1;280
B08;MÄKELÄNKATU;25496993;6676320;1;600;2011;103;10;4;0;15;1;1;132
B08;MÄKELÄNKATU;25496993;6676320;1;615;2011;176;16;8;1;16;2;2;217
B08;MÄKELÄNKATU;25496993;6676320;1;630;2011;289;27;9;1;16;2;1;342
B08;MÄKELÄNKATU;25496993;6676320;1;645;2011;340;33;11;0;18;2;2;402
B08;MÄKELÄNKATU;25496993;6676320;1;700;2011;427;52;14;4;29;7;1;526
B08;MÄKELÄNKATU;25496993;6676320;1;715;2011;434;46;12;3;14;7;2;509
B08;MÄKELÄNKATU;25496993;6676320;1;730;2011;447;67;18;1;22;5;1;555
B08;MÄKELÄNKATU;25496993;6676320;1;745;2011;495;58;9;0;22;20;2;584
B08;MÄKELÄNKATU;25496993;6676320;1;800;2011;474;53;23;0;23;18;2;573
B08;MÄKELÄNKATU;25496993;6676320;1;815;2011;515;48;10;2;28;8;1;603
B08;MÄKELÄNKATU;25496993;6676320;1;830;2011;522;46;13;0;26;13;2;607
B08;MÄKELÄNKATU;25496993;6676320;1;845;2011;452;68;23;4;24;13;2;571
B08;MÄKELÄNKATU;25496993;6676320;1;900;2011;1236;232;59;10;81;26;7;1618
B08;MÄKELÄNKATU;25496993;6676320;1;1000;2011;972;208;50;10;57;18;4;1297
B08;MÄKELÄNKATU;25496993;6676320;1;1100;2011;961;186;73;8;51;16;3;1279
B08;MÄKELÄNKATU;25496993;6676320;1;1200;2011;1032;210;50;6;53;13;3;1351
B08;MÄKELÄNKATU;25496993;6676320;1;1300;2011;915;189;47;8;52;17;3;1211
B08;MÄKELÄNKATU;25496993;6676320;1;1400;2011;951;150;33;8;74;15;4;1216
B08;MÄKELÄNKATU;25496993;6676320;1;1500;2011;245;30;6;0;16;6;2;297
B08;MÄKELÄNKATU;25496993;6676320;1;1515;2011;276;29;4;0;20;2;2;329
B08;MÄKELÄNKATU;25496993;6676320;1;1530;2011;324;21;6;1;26;4;1;378
B08;MÄKELÄNKATU;25496993;6676320;1;1545;2011;323;27;8;0;14;5;2;372
B08;MÄKELÄNKATU;25496993;6676320;1;1600;2011;284;19;4;1;24;9;2;332
B08;MÄKELÄNKATU;25496993;6676320;1;1615;2011;363;27;3;1;26;9;2;420
B08;MÄKELÄNKATU;25496993;6676320;1;1630;2011;351;18;3;0;20;2;1;392
B08;MÄKELÄNKATU;25496993;6676320;1;1645;2011;328;12;2;1;23;5;2;366
B08;MÄKELÄNKATU;25496993;6676320;1;1700;2011;312;15;2;0;18;9;2;347
B08;MÄKELÄNKATU;25496993;6676320;1;1715;2011;311;18;2;1;17;7;2;349
B08;MÄKELÄNKATU;25496993;6676320;1;1730;2011;347;19;3;0;18;3;2;387
B08;MÄKELÄNKATU;25496993;6676320;1;1745;2011;314;16;4;0;22;9;2;356
B08;MÄKELÄNKATU;25496993;6676320;1;1800;2011;1152;54;14;2;50;27;6;1272
B08;MÄKELÄNKATU;25496993;6676320;1;1900;2011;852;71;11;4;41;10;4;979
B08;MÄKELÄNKATU;25496993;6676320;1;2000;2011;770;60;14;2;36;0;4;882
B08;MÄKELÄNKATU;25496993;6676320;1;2100;2011;540;42;10;1;35;0;4;628
B08;MÄKELÄNKATU;25496993;6676320;1;2200;2011;443;35;8;1;29;0;4;516
B08;MÄKELÄNKATU;25496993;6676320;1;2300;2011;327;26;6;0;21;0;0;380
B08;MÄKELÄNKATU;25496993;6676320;2;0;2011;145;10;3;0;10;0;2;168
B08;MÄKELÄNKATU;25496993;6676320;2;100;2011;89;6;2;0;6;0;1;103
B08;MÄKELÄNKATU;25496993;6676320;2;200;2011;61;4;1;0;4;0;0;70
B08;MÄKELÄNKATU;25496993;6676320;2;300;2011;59;4;1;0;4;0;0;68
B08;MÄKELÄNKATU;25496993;6676320;2;400;2011;68;5;1;0;5;0;0;79
B08;MÄKELÄNKATU;25496993;6676320;2;500;2011;164;11;3;0;10;0;2;188
B08;MÄKELÄNKATU;25496993;6676320;2;600;2011;54;7;3;0;7;0;2;71
B08;MÄKELÄNKATU;25496993;6676320;2;615;2011;88;10;5;1;8;1;2;112
B08;MÄKELÄNKATU;25496993;6676320;2;630;2011;92;12;4;0;10;1;2;118
B08;MÄKELÄNKATU;25496993;6676320;2;645;2011;112;15;5;0;12;1;2;144
B08;MÄKELÄNKATU;25496993;6676320;2;700;2011;115;17;4;0;13;2;2;149
B08;MÄKELÄNKATU;25496993;6676320;2;715;2011;137;21;8;0;18;4;1;184
B08;MÄKELÄNKATU;25496993;6676320;2;730;2011;174;26;8;2;20;4;2;230
B08;MÄKELÄNKATU;25496993;6676320;2;745;2011;224;27;8;2;21;3;2;282
B08;MÄKELÄNKATU;25496993;6676320;2;800;2011;210;21;5;1;19;1;1;256
B08;MÄKELÄNKATU;25496993;6676320;2;815;2011;208;23;8;1;22;3;1;262
B08;MÄKELÄNKATU;25496993;6676320;2;830;2011;205;32;13;1;17;4;2;268
B08;MÄKELÄNKATU;25496993;6676320;2;845;2011;181;28;12;1;17;3;2;239
B08;MÄKELÄNKATU;25496993;6676320;2;900;2011;673;137;48;4;74;5;4;936
B08;MÄKELÄNKATU;25496993;6676320;2;1000;2011;695;154;48;32;49;9;3;978
B08;MÄKELÄNKATU;25496993;6676320;2;1100;2011;772;194;61;9;54;9;3;1090
B08;MÄKELÄNKATU;25496993;6676320;2;1200;2011;801;163;45;8;41;15;2;1058
B08;MÄKELÄNKATU;25496993;6676320;2;1300;2011;984;197;54;4;51;19;3;1290
B08;MÄKELÄNKATU;25496993;6676320;2;1400;2011;1394;217;47;6;65;29;5;1729
B08;MÄKELÄNKATU;25496993;6676320;2;1500;2011;472;72;6;0;19;5;2;569
B08;MÄKELÄNKATU;25496993;6676320;2;1515;2011;467;67;18;0;21;7;2;573
B08;MÄKELÄNKATU;25496993;6676320;2;1530;2011;520;77;7;0;20;12;2;624
B08;MÄKELÄNKATU;25496993;6676320;2;1545;2011;511;48;6;0;17;7;1;582
B08;MÄKELÄNKATU;25496993;6676320;2;1600;2011;472;53;7;0;21;13;2;553
B08;MÄKELÄNKATU;25496993;6676320;2;1615;2011;485;55;11;0;23;13;2;574
B08;MÄKELÄNKATU;25496993;6676320;2;1630;2011;486;46;6;1;19;6;1;558
B08;MÄKELÄNKATU;25496993;6676320;2;1645;2011;419;39;4;1;21;7;3;484
B08;MÄKELÄNKATU;25496993;6676320;2;1700;2011;448;30;5;1;26;15;2;510
B08;MÄKELÄNKATU;25496993;6676320;2;1715;2011;464;21;1;0;19;9;2;505
B08;MÄKELÄNKATU;25496993;6676320;2;1730;2011;383;32;3;0;20;3;2;438
B08;MÄKELÄNKATU;25496993;6676320;2;1745;2011;360;30;9;1;21;1;1;421
B08;MÄKELÄNKATU;25496993;6676320;2;1800;2011;1316;101;18;1;70;18;7;1506
B08;MÄKELÄNKATU;25496993;6676320;2;1900;2011;950;71;10;1;55;5;4;1087
B08;MÄKELÄNKATU;25496993;6676320;2;2000;2011;930;64;10;2;51;9;4;1057
B08;MÄKELÄNKATU;25496993;6676320;2;2100;2011;640;45;9;1;47;0;4;742
B08;MÄKELÄNKATU;25496993;6676320;2;2200;2011;468;33;8;1;34;0;4;544
B08;MÄKELÄNKATU;25496993;6676320;2;2300;2011;311;21;6;1;22;0;2;361
B09;HÄMEENTIEN SILTA;25497952;6676519;1;0;2011;66;6;1;0;7;0;0;80
B09;HÄMEENTIEN SILTA;25497952;6676519;1;100;2011;37;3;1;0;4;0;0;45
B09;HÄMEENTIEN SILTA;25497952;6676519;1;200;2011;34;3;0;0;4;0;0;41
B09;HÄMEENTIEN SILTA;25497952;6676519;1;300;2011;31;3;1;0;4;0;0;39
B09;HÄMEENTIEN SILTA;25497952;6676519;1;400;2011;39;3;1;0;5;0;0;48
B09;HÄMEENTIEN SILTA;25497952;6676519;1;500;2011;246;9;4;0;28;0;1;287
B09;HÄMEENTIEN SILTA;25497952;6676519;1;600;2011;102;9;5;0;30;0;1;146
B09;HÄMEENTIEN SILTA;25497952;6676519;1;615;2011;152;21;8;0;44;0;2;225
B09;HÄMEENTIEN SILTA;25497952;6676519;1;630;2011;204;28;11;0;60;0;2;303
B09;HÄMEENTIEN SILTA;25497952;6676519;1;645;2011;234;23;9;0;52;0;2;318
B09;HÄMEENTIEN SILTA;25497952;6676519;1;700;2011;242;61;12;0;31;3;5;346
B09;HÄMEENTIEN SILTA;25497952;6676519;1;715;2011;272;54;10;1;22;3;7;359
B09;HÄMEENTIEN SILTA;25497952;6676519;1;730;2011;222;30;3;1;15;3;4;271
B09;HÄMEENTIEN SILTA;25497952;6676519;1;745;2011;295;42;11;0;23;3;4;371
B09;HÄMEENTIEN SILTA;25497952;6676519;1;800;2011;307;40;8;0;23;4;5;378
B09;HÄMEENTIEN SILTA;25497952;6676519;1;815;2011;337;31;6;0;19;6;4;393
B09;HÄMEENTIEN SILTA;25497952;6676519;1;830;2011;330;33;13;1;23;4;4;400
B09;HÄMEENTIEN SILTA;25497952;6676519;1;845;2011;300;41;6;0;26;1;6;373
B09;HÄMEENTIEN SILTA;25497952;6676519;1;900;2011;849;149;37;0;71;10;13;1106
B09;HÄMEENTIEN SILTA;25497952;6676519;1;1000;2011;598;117;45;0;62;6;15;822
B09;HÄMEENTIEN SILTA;25497952;6676519;1;1100;2011;568;131;44;1;51;6;11;795
B09;HÄMEENTIEN SILTA;25497952;6676519;1;1200;2011;532;111;51;0;51;8;12;745
B09;HÄMEENTIEN SILTA;25497952;6676519;1;1300;2011;564;116;28;1;62;3;10;771
B09;HÄMEENTIEN SILTA;25497952;6676519;1;1400;2011;528;111;34;0;104;4;20;777
B09;HÄMEENTIEN SILTA;25497952;6676519;1;1500;2011;149;39;2;0;25;0;7;215
B09;HÄMEENTIEN SILTA;25497952;6676519;1;1515;2011;142;22;5;1;28;1;5;198
B09;HÄMEENTIEN SILTA;25497952;6676519;1;1530;2011;174;18;4;1;29;0;4;226
B09;HÄMEENTIEN SILTA;25497952;6676519;1;1545;2011;172;13;7;0;36;0;5;228
B09;HÄMEENTIEN SILTA;25497952;6676519;1;1600;2011;183;14;7;0;31;2;1;235
B09;HÄMEENTIEN SILTA;25497952;6676519;1;1615;2011;180;13;5;2;30;1;4;230
B09;HÄMEENTIEN SILTA;25497952;6676519;1;1630;2011;168;26;3;0;30;3;3;227
B09;HÄMEENTIEN SILTA;25497952;6676519;1;1645;2011;162;29;4;0;26;0;3;221
B09;HÄMEENTIEN SILTA;25497952;6676519;1;1700;2011;123;5;0;0;18;3;5;146
B09;HÄMEENTIEN SILTA;25497952;6676519;1;1715;2011;179;15;0;0;29;0;4;223
B09;HÄMEENTIEN SILTA;25497952;6676519;1;1730;2011;169;12;0;0;27;1;3;208
B09;HÄMEENTIEN SILTA;25497952;6676519;1;1745;2011;182;25;1;0;19;1;3;227
B09;HÄMEENTIEN SILTA;25497952;6676519;1;1800;2011;582;50;7;0;64;7;13;703
B09;HÄMEENTIEN SILTA;25497952;6676519;1;1900;2011;449;30;9;0;68;4;7;556
B09;HÄMEENTIEN SILTA;25497952;6676519;1;2000;2011;372;28;8;1;58;0;4;467
B09;HÄMEENTIEN SILTA;25497952;6676519;1;2100;2011;283;19;4;1;33;0;2;340
B09;HÄMEENTIEN SILTA;25497952;6676519;1;2200;2011;162;14;3;0;19;0;2;198
B09;HÄMEENTIEN SILTA;25497952;6676519;1;2300;2011;118;10;2;0;14;0;0;144
B09;HÄMEENTIEN SILTA;25497952;6676519;2;0;2011;96;9;1;0;12;0;0;118
B09;HÄMEENTIEN SILTA;25497952;6676519;2;100;2011;75;7;1;0;8;0;0;91
B09;HÄMEENTIEN SILTA;25497952;6676519;2;200;2011;55;5;1;0;6;0;0;67
B09;HÄMEENTIEN SILTA;25497952;6676519;2;300;2011;61;6;1;0;7;0;0;75
B09;HÄMEENTIEN SILTA;25497952;6676519;2;400;2011;36;4;1;0;4;0;0;45
B09;HÄMEENTIEN SILTA;25497952;6676519;2;500;2011;96;10;1;0;11;0;2;118
B09;HÄMEENTIEN SILTA;25497952;6676519;2;600;2011;41;7;1;0;6;0;3;55
B09;HÄMEENTIEN SILTA;25497952;6676519;2;615;2011;51;8;1;0;8;0;3;68
B09;HÄMEENTIEN SILTA;25497952;6676519;2;630;2011;75;12;2;0;14;0;3;103
B09;HÄMEENTIEN SILTA;25497952;6676519;2;645;2011;85;11;2;0;12;0;3;110
B09;HÄMEENTIEN SILTA;25497952;6676519;2;700;2011;78;10;1;0;23;0;4;112
B09;HÄMEENTIEN SILTA;25497952;6676519;2;715;2011;110;24;13;2;33;2;4;182
B09;HÄMEENTIEN SILTA;25497952;6676519;2;730;2011;137;23;9;0;26;0;5;195
B09;HÄMEENTIEN SILTA;25497952;6676519;2;745;2011;112;21;13;0;16;2;5;162
B09;HÄMEENTIEN SILTA;25497952;6676519;2;800;2011;130;18;5;0;25;2;4;178
B09;HÄMEENTIEN SILTA;25497952;6676519;2;815;2011;103;28;5;1;17;0;4;154
B09;HÄMEENTIEN SILTA;25497952;6676519;2;830;2011;104;35;7;0;23;2;4;169
B09;HÄMEENTIEN SILTA;25497952;6676519;2;845;2011;113;29;7;0;13;1;4;162
B09;HÄMEENTIEN SILTA;25497952;6676519;2;900;2011;442;77;36;1;76;8;24;632
B09;HÄMEENTIEN SILTA;25497952;6676519;2;1000;2011;467;120;36;2;54;5;17;679
B09;HÄMEENTIEN SILTA;25497952;6676519;2;1100;2011;522;106;29;1;43;4;15;701
B09;HÄMEENTIEN SILTA;25497952;6676519;2;1200;2011;551;153;36;0;49;6;12;789
B09;HÄMEENTIEN SILTA;25497952;6676519;2;1300;2011;568;164;34;0;51;9;11;817
B09;HÄMEENTIEN SILTA;25497952;6676519;2;1400;2011;764;197;28;1;67;17;14;1057
B09;HÄMEENTIEN SILTA;25497952;6676519;2;1500;2011;246;56;9;0;22;3;4;333
B09;HÄMEENTIEN SILTA;25497952;6676519;2;1515;2011;278;60;5;0;21;4;5;364
B09;HÄMEENTIEN SILTA;25497952;6676519;2;1530;2011;277;62;7;1;21;5;5;368
B09;HÄMEENTIEN SILTA;25497952;6676519;2;1545;2011;282;59;5;0;16;4;3;362
B09;HÄMEENTIEN SILTA;25497952;6676519;2;1600;2011;245;47;5;0;18;3;3;315
B09;HÄMEENTIEN SILTA;25497952;6676519;2;1615;2011;293;33;9;0;25;1;3;360
B09;HÄMEENTIEN SILTA;25497952;6676519;2;1630;2011;255;30;2;0;23;1;2;310
B09;HÄMEENTIEN SILTA;25497952;6676519;2;1645;2011;297;31;3;1;27;5;5;359
B09;HÄMEENTIEN SILTA;25497952;6676519;2;1700;2011;256;38;2;0;15;5;4;311
B09;HÄMEENTIEN SILTA;25497952;6676519;2;1715;2011;239;18;1;0;21;2;5;279
B09;HÄMEENTIEN SILTA;25497952;6676519;2;1730;2011;195;23;2;0;22;5;1;242
B09;HÄMEENTIEN SILTA;25497952;6676519;2;1745;2011;180;20;3;0;13;2;5;216
B09;HÄMEENTIEN SILTA;25497952;6676519;2;1800;2011;712;59;16;0;49;7;30;836
B09;HÄMEENTIEN SILTA;25497952;6676519;2;1900;2011;500;84;4;2;42;7;15;632
B09;HÄMEENTIEN SILTA;25497952;6676519;2;2000;2011;471;46;9;1;39;9;7;566
B09;HÄMEENTIEN SILTA;25497952;6676519;2;2100;2011;501;48;9;0;52;0;3;610
B09;HÄMEENTIEN SILTA;25497952;6676519;2;2200;2011;291;27;5;0;26;0;2;349
B09;HÄMEENTIEN SILTA;25497952;6676519;2;2300;2011;176;16;3;0;21;0;1;216
B10;HERMANNIN RANTATIE;25498292;6676173;1;0;2011;24;4;2;0;0;0;0;30
B10;HERMANNIN RANTATIE;25498292;6676173;1;100;2011;14;1;0;0;0;0;0;15
B10;HERMANNIN RANTATIE;25498292;6676173;1;200;2011;13;1;0;0;0;0;0;14
B10;HERMANNIN RANTATIE;25498292;6676173;1;300;2011;20;3;1;0;1;0;0;25
B10;HERMANNIN RANTATIE;25498292;6676173;1;400;2011;43;5;2;0;1;0;0;51
B10;HERMANNIN RANTATIE;25498292;6676173;1;500;2011;157;18;7;0;5;0;0;187
B10;HERMANNIN RANTATIE;25498292;6676173;1;600;2011;82;34;12;2;3;0;0;133
B10;HERMANNIN RANTATIE;25498292;6676173;1;615;2011;100;39;10;1;3;0;0;153
B10;HERMANNIN RANTATIE;25498292;6676173;1;630;2011;211;55;17;2;4;0;0;289
B10;HERMANNIN RANTATIE;25498292;6676173;1;645;2011;207;55;17;2;6;0;0;287
B10;HERMANNIN RANTATIE;25498292;6676173;1;700;2011;228;56;2;2;3;2;0;291
B10;HERMANNIN RANTATIE;25498292;6676173;1;715;2011;190;46;12;4;1;1;0;253
B10;HERMANNIN RANTATIE;25498292;6676173;1;730;2011;271;34;17;0;2;1;0;324
B10;HERMANNIN RANTATIE;25498292;6676173;1;745;2011;264;29;13;0;3;1;0;309
B10;HERMANNIN RANTATIE;25498292;6676173;1;800;2011;248;29;9;2;2;4;0;290
B10;HERMANNIN RANTATIE;25498292;6676173;1;815;2011;301;41;13;3;2;5;0;360
B10;HERMANNIN RANTATIE;25498292;6676173;1;830;2011;245;41;15;6;3;2;0;310
B10;HERMANNIN RANTATIE;25498292;6676173;1;845;2011;234;44;14;4;2;3;0;298
B10;HERMANNIN RANTATIE;25498292;6676173;1;900;2011;815;176;67;10;22;7;0;1090
B10;HERMANNIN RANTATIE;25498292;6676173;1;1000;2011;446;104;50;10;11;5;0;621
B10;HERMANNIN RANTATIE;25498292;6676173;1;1100;2011;359;105;45;11;10;4;0;530
B10;HERMANNIN RANTATIE;25498292;6676173;1;1200;2011;407;129;56;19;10;8;0;621
B10;HERMANNIN RANTATIE;25498292;6676173;1;1300;2011;359;97;55;14;14;6;0;539
B10;HERMANNIN RANTATIE;25498292;6676173;1;1400;2011;341;93;33;20;14;6;0;501
B10;HERMANNIN RANTATIE;25498292;6676173;1;1500;2011;99;13;13;5;4;1;0;134
B10;HERMANNIN RANTATIE;25498292;6676173;1;1515;2011;129;21;10;7;3;1;0;170
B10;HERMANNIN RANTATIE;25498292;6676173;1;1530;2011;95;19;3;6;3;1;0;126
B10;HERMANNIN RANTATIE;25498292;6676173;1;1545;2011;137;13;5;0;2;0;0;157
B10;HERMANNIN RANTATIE;25498292;6676173;1;1600;2011;99;15;2;2;3;0;0;121
B10;HERMANNIN RANTATIE;25498292;6676173;1;1615;2011;138;13;9;9;1;1;0;170
B10;HERMANNIN RANTATIE;25498292;6676173;1;1630;2011;101;7;0;1;2;4;0;111
B10;HERMANNIN RANTATIE;25498292;6676173;1;1645;2011;117;10;6;2;7;2;0;142
B10;HERMANNIN RANTATIE;25498292;6676173;1;1700;2011;87;11;1;3;3;1;0;105
B10;HERMANNIN RANTATIE;25498292;6676173;1;1715;2011;91;14;1;1;4;3;0;111
B10;HERMANNIN RANTATIE;25498292;6676173;1;1730;2011;102;9;0;5;3;1;0;119
B10;HERMANNIN RANTATIE;25498292;6676173;1;1745;2011;112;11;1;1;2;2;0;127
B10;HERMANNIN RANTATIE;25498292;6676173;1;1800;2011;320;32;9;8;9;6;0;378
B10;HERMANNIN RANTATIE;25498292;6676173;1;1900;2011;279;23;3;4;5;4;0;314
B10;HERMANNIN RANTATIE;25498292;6676173;1;2000;2011;209;24;9;3;5;4;0;250
B10;HERMANNIN RANTATIE;25498292;6676173;1;2100;2011;113;13;5;1;4;0;0;136
B10;HERMANNIN RANTATIE;25498292;6676173;1;2200;2011;65;8;3;1;2;2;0;79
B10;HERMANNIN RANTATIE;25498292;6676173;1;2300;2011;40;5;2;0;1;0;0;48
B10;HERMANNIN RANTATIE;25498292;6676173;2;0;2011;27;3;1;1;1;0;0;33
B10;HERMANNIN RANTATIE;25498292;6676173;2;100;2011;12;1;0;0;0;0;0;13
B10;HERMANNIN RANTATIE;25498292;6676173;2;200;2011;7;1;0;0;0;0;0;8
B10;HERMANNIN RANTATIE;25498292;6676173;2;300;2011;9;1;1;0;1;0;0;12
B10;HERMANNIN RANTATIE;25498292;6676173;2;400;2011;21;2;1;0;1;0;0;25
B10;HERMANNIN RANTATIE;25498292;6676173;2;500;2011;33;3;1;1;1;0;0;39
B10;HERMANNIN RANTATIE;25498292;6676173;2;600;2011;12;4;3;0;4;0;0;23
B10;HERMANNIN RANTATIE;25498292;6676173;2;615;2011;26;6;8;0;4;0;0;44
B10;HERMANNIN RANTATIE;25498292;6676173;2;630;2011;30;7;7;2;2;0;0;48
B10;HERMANNIN RANTATIE;25498292;6676173;2;645;2011;36;8;9;3;8;0;0;64
B10;HERMANNIN RANTATIE;25498292;6676173;2;700;2011;50;10;4;1;3;0;0;68
B10;HERMANNIN RANTATIE;25498292;6676173;2;715;2011;49;12;9;4;2;1;0;76
B10;HERMANNIN RANTATIE;25498292;6676173;2;730;2011;90;19;14;0;4;2;0;127
B10;HERMANNIN RANTATIE;25498292;6676173;2;745;2011;93;16;10;3;3;0;0;125
B10;HERMANNIN RANTATIE;25498292;6676173;2;800;2011;89;14;14;0;2;1;0;119
B10;HERMANNIN RANTATIE;25498292;6676173;2;815;2011;83;24;14;1;3;1;0;125
B10;HERMANNIN RANTATIE;25498292;6676173;2;830;2011;88;8;9;0;4;3;0;109
B10;HERMANNIN RANTATIE;25498292;6676173;2;845;2011;62;13;11;2;3;0;0;91
B10;HERMANNIN RANTATIE;25498292;6676173;2;900;2011;287;56;54;16;16;8;0;429
B10;HERMANNIN RANTATIE;25498292;6676173;2;1000;2011;363;89;74;26;10;0;0;562
B10;HERMANNIN RANTATIE;25498292;6676173;2;1100;2011;407;83;59;26;12;3;0;587
B10;HERMANNIN RANTATIE;25498292;6676173;2;1200;2011;375;93;50;18;10;2;0;546
B10;HERMANNIN RANTATIE;25498292;6676173;2;1300;2011;398;132;38;5;12;3;0;585
B10;HERMANNIN RANTATIE;25498292;6676173;2;1400;2011;548;130;55;10;13;15;0;756
B10;HERMANNIN RANTATIE;25498292;6676173;2;1500;2011;213;52;18;3;2;1;0;288
B10;HERMANNIN RANTATIE;25498292;6676173;2;1515;2011;187;47;17;3;2;1;0;256
B10;HERMANNIN RANTATIE;25498292;6676173;2;1530;2011;184;32;7;3;3;2;0;229
B10;HERMANNIN RANTATIE;25498292;6676173;2;1545;2011;189;29;2;3;2;4;0;225
B10;HERMANNIN RANTATIE;25498292;6676173;2;1600;2011;201;22;3;2;4;3;0;232
B10;HERMANNIN RANTATIE;25498292;6676173;2;1615;2011;214;20;4;2;2;3;0;242
B10;HERMANNIN RANTATIE;25498292;6676173;2;1630;2011;194;22;6;0;2;3;0;224
B10;HERMANNIN RANTATIE;25498292;6676173;2;1645;2011;234;10;2;2;3;3;0;251
B10;HERMANNIN RANTATIE;25498292;6676173;2;1700;2011;222;16;3;3;2;2;0;246
B10;HERMANNIN RANTATIE;25498292;6676173;2;1715;2011;184;13;2;1;4;4;0;204
B10;HERMANNIN RANTATIE;25498292;6676173;2;1730;2011;153;12;0;4;2;0;0;171
B10;HERMANNIN RANTATIE;25498292;6676173;2;1745;2011;146;12;3;0;3;3;0;164
B10;HERMANNIN RANTATIE;25498292;6676173;2;1800;2011;478;41;8;3;11;6;0;541
B10;HERMANNIN RANTATIE;25498292;6676173;2;1900;2011;296;36;8;5;12;0;0;357
B10;HERMANNIN RANTATIE;25498292;6676173;2;2000;2011;272;31;11;6;11;0;0;331
B10;HERMANNIN RANTATIE;25498292;6676173;2;2100;2011;232;27;9;4;9;0;0;281
B10;HERMANNIN RANTATIE;25498292;6676173;2;2200;2011;66;7;3;1;2;0;0;79
B10;HERMANNIN RANTATIE;25498292;6676173;2;2300;2011;66;7;3;1;3;0;0;80
B11;KYLÄSAARENKATU;25498365;6676228;1;0;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;100;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;200;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;300;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;400;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;500;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;600;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;615;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;630;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;645;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;700;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;715;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;730;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;745;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;800;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;815;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;830;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;845;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;900;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;1000;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;1100;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;1200;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;1300;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;1400;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;1500;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;1515;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;1530;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;1545;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;1600;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;1615;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;1630;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;1645;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;1700;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;1715;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;1730;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;1745;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;1800;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;1900;2011;0;0;0;0;0;0;0;0
B11;KYLÄSAARENKATU;25498365;6676228;1;2000;2011;0;0;0;0;0;0;0;0
